ID,Subject id,Kingdom,Subphylum,Class,Order,Family,Genus,% identity
OTU554,MK018673,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Agaricus,100
OTU741,MK018675,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,100
OTU449,MK018679,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,100
OTU664,MK018692,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,100
OTU532,MK018721,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,100
OTU446,MK018726,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Sphaerobolaceae,g__Sphaerobolus,100
OTU519,EUK1653303,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricales_fam_01,g__unclassified,95.355
OTU964,MK018745,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,100
OTU533,MK018746,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,100
OTU328,MK018757,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,100
OTU993,MK018762,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Chlorophyllum,100
OTU1114,MK018763,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,100
OTU380,EUK1662313,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Thanatephorus,99.05
OTU587,MK018788,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Coprinus,100
OTU705,MK018789,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Stephanosporaceae,g__Cristinia,100
OTU541,MK018792,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,100
OTU938,MK578704,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Tulostoma,98.992
OTU413,MK018798,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Coniophoraceae,g__Coniophora,100
OTU721,JF701743,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Thanatephorus,99.043
OTU1278,MK018809,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Leucocoprinus,100
OTU994,MK018811,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,100
OTU723,MK018815,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Pholiota,100
OTU493,MT068298,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Thanatephorus,99.762
OTU752,MK018839,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pluteaceae,g__Volvariella,100
OTU921,MK018854,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Parasola,100
OTU662,MK018858,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,100
OTU1149,MK018859,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Agaricus,100
OTU751,MK018872,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Hydnophlebia,100
OTU732,JQ673028,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Trametes,99.475
OTU997,MK018880,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Limnoperdaceae,g__Limnoperdon,100
OTU1121,MK018882,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Tulostoma,100
OTU1128,MK018891,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Agrocybe,100
OTU674,MK018899,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__unclassified,100
OTU442,MK018901,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Stephanosporaceae,g__Cristinia,100
OTU1147,MK018909,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Bovista,100
OTU891,MK018918,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Bovista,100
OTU593,MK018926,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Tulostoma,100
OTU833,MK018937,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,100
OTU1119,MK018979,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__unclassified,g__unclassified,100
OTU881,MK018309,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,94.832
OTU634,MK018988,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricales_fam_incertae_sedis,g__Leucocalocybe,100
OTU932,MK018990,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,100
OTU982,MK018996,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariaceae,g__Exidiopsis,100
OTU736,UDB036680,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Crassisporiaceae,g__Romagnesiella,94.749
OTU1158,MK018999,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pluteaceae,g__Volvariella,100
OTU1189,MK019001,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,100
OTU839,MK019009,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Rickenellaceae,g__Globulicium,100
OTU1292,MK019017,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pluteaceae,g__Pluteus,100
OTU1135,MK019028,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,100
OTU1194,MK019031,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastraceae,g__Geastrum,100
OTU918,MK019046,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Agaricus,100
OTU906,MK019059,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Coprinus,100
OTU832,MK019069,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricales_fam_incertae_sedis,g__Melanoleuca,100
OTU1290,MK019082,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Leucoagaricus,100
OTU887,MK019099,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hyphodontiaceae,g__Hyphodontia,100
OTU861,MK578705,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Tulostoma,99.259
OTU1261,MK019106,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,100
OTU1275,MK019121,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Lycoperdon,100
OTU795,MK019143,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Agaricus,100
OTU1023,MK019146,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,100
OTU847,MK019151,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Atheliaceae,g__Athelia,100
OTU1282,MK019154,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Tulostoma,100
OTU1056,MK019178,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Ischnodermataceae,g__Ischnoderma,100
OTU1286,MK019185,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Coprinus,100
OTU218,EUK1203043,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Stephanosporaceae,g__Cristinia,87.162
OTU499,UDB028561,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Amaurodon,91.294
OTU520,EUK1008463,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lyophyllaceae,g__Fibulochlamys,97.243
OTU1154,GCA_014925825,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Pholiota,98.75
OTU14,MN586904,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora,98.987
OTU234,MK018393,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Sakaguchiales,f__Sakaguchiaceae,g__Sakaguchia,100
OTU199,MK018438,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Buckleyzymales,f__Buckleyzymaceae,g__Buckleyzyma,100
OTU589,MK018579,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Occultifur,100
OTU603,MK018619,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Buckleyzymales,f__Buckleyzymaceae,g__Buckleyzyma,100
OTU572,MK018666,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,100
OTU430,MK018669,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,100
OTU655,MK018684,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,100
OTU573,MK018770,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,100
OTU600,MK018897,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Occultifur,100
OTU897,MK018945,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,100
OTU1036,MK018991,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Sakaguchiales,f__Sakaguchiaceae,g__Sakaguchia,100
OTU899,MK019000,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Occultifur,100
OTU1094,MK019144,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora,100
OTU907,MK019150,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Occultifur,100
OTU431,MK018714,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Microstromatales,f__Microstromataceae,g__Microstroma,100
OTU540,MK018740,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Microstromatales,f__Microstromataceae,g__Microstroma,100
OTU959,KR094448,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Golubeviales,f__Golubeviaceae,g__Golubevia,98.222
OTU1051,MN162008,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Microstromatales,f__Quambalariaceae,g__Quambalaria,99.529
OTU1079,MK019133,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Tilletiales,f__unclassified,g__unclassified,100
OTU773,MK019161,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Microstromatales,f__Quambalariaceae,g__Quambalaria,100
OTU90,AM160642,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,99.248
OTU139,JQ425362,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Sporidiobolus,99.495
OTU539,MN508477,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Sporobolomyces,98.987
OTU256,MT340844,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodosporidiobolus,98.995
OTU394,MH134501,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,99.27
OTU909,KX067829,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_incertae_sedis,f__Microbotryomycetes_fam_incertae_sedis,g__Sampaiozyma,99
OTU546,MT529895,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodosporidiobolus,99.25
OTU810,MK019020,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_incertae_sedis,f__Microbotryomycetes_fam_incertae_sedis,g__Curvibasidium,100
OTU774,MK019023,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Sporobolomyces,100
OTU961,KY104692,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodosporidiobolus,99.005
OTU280,EUK1104965,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,99.017
OTU567,KU712078,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Pucciniales,f__Tranzscheliaceae,g__Tranzschelia,99.737
OTU1171,MK019045,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Pucciniales,f__Melampsoraceae,g__Melampsora,100
OTU757,MK019052,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Platygloeales,f__Eocronartiaceae,g__Eocronartium,100
OTU1007,MK019073,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Platygloeales,f__Eocronartiaceae,g__Eocronartium,100
OTU10,MK018190,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,100
OTU50,MK018214,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,100
OTU61,MK018255,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremaceae,g__Papiliotrema,100
OTU71,MK018286,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremaceae,g__unclassified,100
OTU69,JQ768937,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,99.094
OTU278,MK018310,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,100
OTU135,MK018324,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Naganishia,100
OTU145,MK018380,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,100
OTU181,MK018391,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Holtermanniales,f__Holtermanniaceae,g__Holtermanniella,100
OTU211,MK018417,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Cryptococcus(Fungi),100
OTU238,KX586753,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,99.094
OTU896,MK018486,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Cryptococcus(Fungi),100
OTU282,MK018489,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidium,100
OTU254,MK018494,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremaceae,g__Papiliotrema,100
OTU290,MK018519,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,100
OTU366,MN244420,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,96.979
OTU410,KY611821,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,99.038
OTU434,MK018640,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremaceae,g__unclassified,100
OTU668,KY105786,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Udeniomyces,98.122
OTU472,MK018670,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,100
OTU496,KY105824,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,98.792
OTU613,NR_073227,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,99.688
OTU440,MK018790,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,100
OTU649,MK018797,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Bullera,100
OTU688,EUK1670826,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,98.799
OTU646,MK018860,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Phaeotremellaceae,g__Gelidatrema,100
OTU658,JQ768939,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,99.048
OTU1097,EUK1670570,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__unclassified,g__unclassified,94.925
OTU1054,MK018946,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Bulleromyces,100
OTU780,MK018966,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Cutaneotrichosporon,100
OTU919,MK019042,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremaceae,g__unclassified,100
OTU1246,MK019077,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Kwoniella,100
OTU1096,MK019089,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremaceae,g__Papiliotrema,100
OTU1132,AF444468,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,98.387
OTU1134,MK050295,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,99.398
OTU796,MK019123,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__unclassified,f__unclassified,g__unclassified,100
OTU911,MK019135,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Udeniomyces,100
OTU926,NR_073236,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Udeniomyces,99.085
OTU910,EUK1670901,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,97.674
OTU800,MK019167,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremaceae,g__unclassified,100
OTU1086,MN450778,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,97.289
OTU913,MK019180,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Cryptococcus(Fungi),100
OTU24,EUK1106943,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,99.697
OTU124,EUK1008881,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,99.094
OTU601,MK050298,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,99.355
OTU592,MK018771,k__Fungi,p__Basidiomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU1182,MK019013,k__Fungi,p__Basidiomycota,c__unclassified,o__unclassified,f__unclassified,g__unclassified,100
OTU88,KJ543813,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Moesziomyces,99.798
OTU116,MK018303,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Anthracocystis,100
OTU79,AM160636,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Sporisorium,99.574
OTU209,MK018469,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Anthracocystis,100
OTU190,MK018552,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Anthracocystis,100
OTU393,MK018651,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Anthracocystis,100
OTU512,MK018715,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Anthracocystis,100
OTU455,MK018764,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Dirkmeia,100
OTU777,AY740168,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,99.577
OTU696,FJ515182,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,99.786
OTU609,MK018969,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,100
OTU820,MK019126,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Macalpinomyces,100
OTU155,MH047195,k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,99.19
OTU103,MK018389,k__Fungi,p__Basidiomycota,c__Wallemiomycetes,o__Wallemiales,f__Wallemiaceae,g__Wallemia,100
OTU718,KJ834328,k__Fungi,p__Basidiomycota,c__Wallemiomycetes,o__Wallemiales,f__Wallemiaceae,g__Wallemia,99.01
OTU1037,MH855415,k__Fungi,p__Basidiomycota,c__Wallemiomycetes,o__Wallemiales,f__Wallemiaceae,g__Wallemia,97.519
OTU1084,EUK1012733,k__Fungi,p__Basidiomycota,c__Wallemiomycetes,o__Wallemiales,f__Wallemiaceae,g__Wallemia,99.254
OTU131,MK018530,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,f__unclassified,g__unclassified,100
OTU585,MK018587,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,f__Catenariaceae,g__Catenaria,100
OTU623,MK018725,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,f__Catenariaceae,g__Catenophlyctis,100
OTU331,MK018734,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,f__Catenariaceae,g__Catenophlyctis,100
OTU178,MK018332,k__Fungi,p__Blastocladiomycota,c__Physodermatomycetes,o__Physodermatales,f__Paraphysodermataceae,g__Paraphysoderma,100
OTU223,MK018431,k__Fungi,p__Blastocladiomycota,c__Physodermatomycetes,o__Physodermatales,f__unclassified,g__unclassified,100
OTU326,MK018485,k__Fungi,p__Blastocladiomycota,c__Physodermatomycetes,o__Physodermatales,f__unclassified,g__unclassified,100
OTU940,EUK0140452,k__Straminipila,p__Chrysophyta,c__Chrysophyceae,o__Chromulinales,f__unclassified,g__unclassified,99.367
OTU966,EUK0138159,k__Fungi,p__Chytridiomycota,c__Cladochytriomycetes,o__Cladochytriales,f__unclassified,g__unclassified,89.333
OTU120,JX489834,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__unclassified,g__unclassified,96.69
OTU343,MK018450,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__unclassified,g__unclassified,100
OTU362,MK018528,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__unclassified,g__unclassified,100
OTU461,MK018548,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__unclassified,g__unclassified,100
OTU641,MK018716,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__unclassified,g__unclassified,100
OTU700,MK018816,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__unclassified,g__unclassified,100
OTU581,MK019006,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__unclassified,g__unclassified,100
OTU1040,MK019086,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__unclassified,g__unclassified,100
OTU425,MK018499,k__Fungi,p__Chytridiomycota,c__Mesochytriomycetes,o__Gromochytriales,f__unclassified,g__unclassified,100
OTU265,MK018509,k__Fungi,p__Chytridiomycota,c__Mesochytriomycetes,o__Gromochytriales,f__unclassified,g__unclassified,100
OTU432,MK018542,k__Fungi,p__Chytridiomycota,c__Mesochytriomycetes,o__Gromochytriales,f__unclassified,g__unclassified,100
OTU618,MK018639,k__Fungi,p__Chytridiomycota,c__Mesochytriomycetes,o__Gromochytriales,f__unclassified,g__unclassified,100
OTU217,MK018364,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,100
OTU194,MK018445,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,100
OTU407,MK018544,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__unclassified,g__unclassified,100
OTU271,MK018604,k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,100
